"object_type","schema_name","object_name","sub_object_name","definition","additional_info"
"FUNCTION","pgsodium","crypto_secretbox_open","null","CREATE OR REPLACE FUNCTION pgsodium.crypto_secretbox_open(message bytea, nonce bytea, key_uuid uuid)
 RETURNS bytea
 LANGUAGE plpgsql
 STABLE SECURITY DEFINER
 SET search_path TO ''
AS $function$
DECLARE
  key pgsodium.decrypted_key;
BEGIN
  SELECT * INTO STRICT key
    FROM pgsodium.decrypted_key v
  WHERE id = key_uuid AND key_type = 'secretbox';

  IF key.decrypted_raw_key IS NOT NULL THEN
    RETURN pgsodium.crypto_secretbox_open(message, nonce, key.decrypted_raw_key);
  END IF;
  RETURN pgsodium.crypto_secretbox_open(message, nonce, key.key_id, key.key_context);
END;
$function$
","null"
"FUNCTION","pgsodium","crypto_secretbox_open","null","CREATE OR REPLACE FUNCTION pgsodium.crypto_secretbox_open(message bytea, nonce bytea, key_id bigint, context bytea DEFAULT '\x7067736f6469756d'::bytea)
 RETURNS bytea
 LANGUAGE c
 IMMUTABLE
AS '$libdir/pgsodium', $function$pgsodium_crypto_secretbox_open_by_id$function$
","null"
"FUNCTION","pgsodium","crypto_secretbox_open","null","CREATE OR REPLACE FUNCTION pgsodium.crypto_secretbox_open(ciphertext bytea, nonce bytea, key bytea)
 RETURNS bytea
 LANGUAGE c
 IMMUTABLE
AS '$libdir/pgsodium', $function$pgsodium_crypto_secretbox_open$function$
","null"
"FUNCTION","pgsodium","crypto_secretstream_keygen","null","CREATE OR REPLACE FUNCTION pgsodium.crypto_secretstream_keygen()
 RETURNS bytea
 LANGUAGE c
AS '$libdir/pgsodium', $function$pgsodium_crypto_secretstream_xchacha20poly1305_keygen$function$
","null"
"FUNCTION","pgsodium","crypto_shorthash","null","CREATE OR REPLACE FUNCTION pgsodium.crypto_shorthash(message bytea, key bytea)
 RETURNS bytea
 LANGUAGE c
 IMMUTABLE
AS '$libdir/pgsodium', $function$pgsodium_crypto_shorthash$function$
","null"
"FUNCTION","pgsodium","crypto_shorthash","null","CREATE OR REPLACE FUNCTION pgsodium.crypto_shorthash(message bytea, key bigint, context bytea DEFAULT '\x7067736f6469756d'::bytea)
 RETURNS bytea
 LANGUAGE c
 IMMUTABLE
AS '$libdir/pgsodium', $function$pgsodium_crypto_shorthash_by_id$function$
","null"
"FUNCTION","pgsodium","crypto_shorthash","null","CREATE OR REPLACE FUNCTION pgsodium.crypto_shorthash(message bytea, key_uuid uuid)
 RETURNS bytea
 LANGUAGE plpgsql
 STABLE SECURITY DEFINER
 SET search_path TO ''
AS $function$
DECLARE
  key pgsodium.decrypted_key;
BEGIN
  SELECT * INTO STRICT key
    FROM pgsodium.decrypted_key v
  WHERE id = key_uuid AND key_type = 'shorthash';

  IF key.decrypted_raw_key IS NOT NULL THEN
    RETURN pgsodium.crypto_shorthash(message, key.decrypted_raw_key);
  END IF;
  RETURN pgsodium.crypto_shorthash(message, key.key_id, key.key_context);
END;

$function$
","null"
"FUNCTION","pgsodium","crypto_shorthash_keygen","null","CREATE OR REPLACE FUNCTION pgsodium.crypto_shorthash_keygen()
 RETURNS bytea
 LANGUAGE c
AS '$libdir/pgsodium', $function$pgsodium_crypto_shorthash_keygen$function$
","null"
"FUNCTION","pgsodium","crypto_sign","null","CREATE OR REPLACE FUNCTION pgsodium.crypto_sign(message bytea, key bytea)
 RETURNS bytea
 LANGUAGE c
 IMMUTABLE
AS '$libdir/pgsodium', $function$pgsodium_crypto_sign$function$
","null"
"FUNCTION","pgsodium","crypto_sign_detached","null","CREATE OR REPLACE FUNCTION pgsodium.crypto_sign_detached(message bytea, key bytea)
 RETURNS bytea
 LANGUAGE c
 IMMUTABLE
AS '$libdir/pgsodium', $function$pgsodium_crypto_sign_detached$function$
","null"
"FUNCTION","pgsodium","crypto_sign_final_create","null","CREATE OR REPLACE FUNCTION pgsodium.crypto_sign_final_create(state bytea, key bytea)
 RETURNS bytea
 LANGUAGE c
 IMMUTABLE
AS '$libdir/pgsodium', $function$pgsodium_crypto_sign_final_create$function$
","null"
"FUNCTION","pgsodium","crypto_sign_final_verify","null","CREATE OR REPLACE FUNCTION pgsodium.crypto_sign_final_verify(state bytea, signature bytea, key bytea)
 RETURNS boolean
 LANGUAGE c
 IMMUTABLE
AS '$libdir/pgsodium', $function$pgsodium_crypto_sign_final_verify$function$
","null"
"FUNCTION","pgsodium","crypto_sign_init","null","CREATE OR REPLACE FUNCTION pgsodium.crypto_sign_init()
 RETURNS bytea
 LANGUAGE c
 IMMUTABLE STRICT
AS '$libdir/pgsodium', $function$pgsodium_crypto_sign_init$function$
","null"
"FUNCTION","pgsodium","crypto_sign_new_keypair","null","CREATE OR REPLACE FUNCTION pgsodium.crypto_sign_new_keypair()
 RETURNS pgsodium.crypto_sign_keypair
 LANGUAGE c
AS '$libdir/pgsodium', $function$pgsodium_crypto_sign_keypair$function$
","null"
"FUNCTION","pgsodium","crypto_sign_new_seed","null","CREATE OR REPLACE FUNCTION pgsodium.crypto_sign_new_seed()
 RETURNS bytea
 LANGUAGE c
AS '$libdir/pgsodium', $function$pgsodium_crypto_sign_new_seed$function$
","null"
"FUNCTION","pgsodium","crypto_sign_open","null","CREATE OR REPLACE FUNCTION pgsodium.crypto_sign_open(signed_message bytea, key bytea)
 RETURNS bytea
 LANGUAGE c
 IMMUTABLE
AS '$libdir/pgsodium', $function$pgsodium_crypto_sign_open$function$
","null"
"FUNCTION","pgsodium","crypto_sign_seed_new_keypair","null","CREATE OR REPLACE FUNCTION pgsodium.crypto_sign_seed_new_keypair(seed bytea)
 RETURNS pgsodium.crypto_sign_keypair
 LANGUAGE c
 IMMUTABLE
AS '$libdir/pgsodium', $function$pgsodium_crypto_sign_seed_keypair$function$
","null"
"FUNCTION","pgsodium","crypto_sign_update","null","CREATE OR REPLACE FUNCTION pgsodium.crypto_sign_update(state bytea, message bytea)
 RETURNS bytea
 LANGUAGE c
 IMMUTABLE
AS '$libdir/pgsodium', $function$pgsodium_crypto_sign_update$function$
","null"
"FUNCTION","pgsodium","crypto_sign_update_agg1","null","CREATE OR REPLACE FUNCTION pgsodium.crypto_sign_update_agg1(state bytea, message bytea)
 RETURNS bytea
 LANGUAGE sql
 IMMUTABLE
AS $function$
 SELECT pgsodium.crypto_sign_update(COALESCE(state, pgsodium.crypto_sign_init()), message);
$function$
","Internal helper function for crypto_sign_update_agg(bytea). This
initializes state if it has not already been initialized."
"FUNCTION","pgsodium","crypto_sign_update_agg2","null","CREATE OR REPLACE FUNCTION pgsodium.crypto_sign_update_agg2(cur_state bytea, initial_state bytea, message bytea)
 RETURNS bytea
 LANGUAGE sql
 IMMUTABLE
AS $function$
 SELECT pgsodium.crypto_sign_update(
       COALESCE(cur_state, initial_state),
	   message)
$function$
","Internal helper function for crypto_sign_update_agg(bytea, bytea). This
initializes state to the state passed to the aggregate as a parameter,
if it has not already been initialized."
"FUNCTION","pgsodium","crypto_sign_verify_detached","null","CREATE OR REPLACE FUNCTION pgsodium.crypto_sign_verify_detached(sig bytea, message bytea, key bytea)
 RETURNS boolean
 LANGUAGE c
 IMMUTABLE
AS '$libdir/pgsodium', $function$pgsodium_crypto_sign_verify_detached$function$
","null"
"FUNCTION","pgsodium","crypto_signcrypt_new_keypair","null","CREATE OR REPLACE FUNCTION pgsodium.crypto_signcrypt_new_keypair()
 RETURNS pgsodium.crypto_signcrypt_keypair
 LANGUAGE c
AS '$libdir/pgsodium', $function$pgsodium_crypto_signcrypt_keypair$function$
","null"
"FUNCTION","pgsodium","crypto_signcrypt_sign_after","null","CREATE OR REPLACE FUNCTION pgsodium.crypto_signcrypt_sign_after(state bytea, sender_sk bytea, ciphertext bytea)
 RETURNS bytea
 LANGUAGE c
AS '$libdir/pgsodium', $function$pgsodium_crypto_signcrypt_sign_after$function$
","null"
"FUNCTION","pgsodium","crypto_signcrypt_sign_before","null","CREATE OR REPLACE FUNCTION pgsodium.crypto_signcrypt_sign_before(sender bytea, recipient bytea, sender_sk bytea, recipient_pk bytea, additional bytea)
 RETURNS pgsodium.crypto_signcrypt_state_key
 LANGUAGE c
AS '$libdir/pgsodium', $function$pgsodium_crypto_signcrypt_sign_before$function$
","null"
"FUNCTION","pgsodium","crypto_signcrypt_verify_after","null","CREATE OR REPLACE FUNCTION pgsodium.crypto_signcrypt_verify_after(state bytea, signature bytea, sender_pk bytea, ciphertext bytea)
 RETURNS boolean
 LANGUAGE c
AS '$libdir/pgsodium', $function$pgsodium_crypto_signcrypt_verify_after$function$
","null"
"FUNCTION","pgsodium","crypto_signcrypt_verify_before","null","CREATE OR REPLACE FUNCTION pgsodium.crypto_signcrypt_verify_before(signature bytea, sender bytea, recipient bytea, additional bytea, sender_pk bytea, recipient_sk bytea)
 RETURNS pgsodium.crypto_signcrypt_state_key
 LANGUAGE c
AS '$libdir/pgsodium', $function$pgsodium_crypto_signcrypt_verify_before$function$
","null"
"FUNCTION","pgsodium","crypto_signcrypt_verify_public","null","CREATE OR REPLACE FUNCTION pgsodium.crypto_signcrypt_verify_public(signature bytea, sender bytea, recipient bytea, additional bytea, sender_pk bytea, ciphertext bytea)
 RETURNS boolean
 LANGUAGE c
AS '$libdir/pgsodium', $function$pgsodium_crypto_signcrypt_verify_public$function$
","null"
"FUNCTION","pgsodium","crypto_stream_xchacha20","null","CREATE OR REPLACE FUNCTION pgsodium.crypto_stream_xchacha20(bigint, bytea, bigint, context bytea DEFAULT '\x7067736f6469756d'::bytea)
 RETURNS bytea
 LANGUAGE c
 IMMUTABLE
AS '$libdir/pgsodium', $function$pgsodium_crypto_stream_xchacha20_by_id$function$
","null"
"FUNCTION","pgsodium","crypto_stream_xchacha20","null","CREATE OR REPLACE FUNCTION pgsodium.crypto_stream_xchacha20(bigint, bytea, bytea)
 RETURNS bytea
 LANGUAGE c
 IMMUTABLE
AS '$libdir/pgsodium', $function$pgsodium_crypto_stream_xchacha20$function$
","null"
"FUNCTION","pgsodium","crypto_stream_xchacha20_keygen","null","CREATE OR REPLACE FUNCTION pgsodium.crypto_stream_xchacha20_keygen()
 RETURNS bytea
 LANGUAGE c
AS '$libdir/pgsodium', $function$pgsodium_crypto_stream_xchacha20_keygen$function$
","null"
"FUNCTION","pgsodium","crypto_stream_xchacha20_noncegen","null","CREATE OR REPLACE FUNCTION pgsodium.crypto_stream_xchacha20_noncegen()
 RETURNS bytea
 LANGUAGE c
AS '$libdir/pgsodium', $function$pgsodium_crypto_stream_xchacha20_noncegen$function$
","null"
"FUNCTION","pgsodium","crypto_stream_xchacha20_xor","null","CREATE OR REPLACE FUNCTION pgsodium.crypto_stream_xchacha20_xor(bytea, bytea, bytea)
 RETURNS bytea
 LANGUAGE c
 IMMUTABLE
AS '$libdir/pgsodium', $function$pgsodium_crypto_stream_xchacha20_xor$function$
","null"
"FUNCTION","pgsodium","crypto_stream_xchacha20_xor","null","CREATE OR REPLACE FUNCTION pgsodium.crypto_stream_xchacha20_xor(bytea, bytea, bigint, context bytea DEFAULT '\x70676f736469756d'::bytea)
 RETURNS bytea
 LANGUAGE c
 IMMUTABLE
AS '$libdir/pgsodium', $function$pgsodium_crypto_stream_xchacha20_xor_by_id$function$
","null"
"FUNCTION","pgsodium","crypto_stream_xchacha20_xor_ic","null","CREATE OR REPLACE FUNCTION pgsodium.crypto_stream_xchacha20_xor_ic(bytea, bytea, bigint, bigint, context bytea DEFAULT '\x7067736f6469756d'::bytea)
 RETURNS bytea
 LANGUAGE c
 IMMUTABLE
AS '$libdir/pgsodium', $function$pgsodium_crypto_stream_xchacha20_xor_ic_by_id$function$
","null"
"FUNCTION","pgsodium","crypto_stream_xchacha20_xor_ic","null","CREATE OR REPLACE FUNCTION pgsodium.crypto_stream_xchacha20_xor_ic(bytea, bytea, bigint, bytea)
 RETURNS bytea
 LANGUAGE c
 IMMUTABLE
AS '$libdir/pgsodium', $function$pgsodium_crypto_stream_xchacha20_xor_ic$function$
","null"
"FUNCTION","pgsodium","decrypted_columns","null","CREATE OR REPLACE FUNCTION pgsodium.decrypted_columns(relid oid)
 RETURNS text
 LANGUAGE plpgsql
 SET search_path TO ''
AS $function$
DECLARE
  m RECORD;
  expression TEXT;
  comma TEXT;
  padding text = '        ';
BEGIN
  expression := E'\n';
  comma := padding;
  FOR m IN SELECT * FROM pgsodium.mask_columns where attrelid = relid LOOP
    expression := expression || comma;
    IF m.key_id IS NULL AND m.key_id_column IS NULL THEN
      expression := expression || padding || quote_ident(m.attname);
    ELSE
      expression := expression || padding || quote_ident(m.attname) || E',\n';
      IF m.format_type = 'text' THEN
          expression := expression || format(
            $f$
            CASE WHEN %s IS NULL THEN NULL ELSE
                CASE WHEN %s IS NULL THEN NULL ELSE pg_catalog.convert_from(
                  pgsodium.crypto_aead_det_decrypt(
                    pg_catalog.decode(%s, 'base64'),
                    pg_catalog.convert_to((%s)::text, 'utf8'),
                    %s::uuid,
                    %s
                  ),
                    'utf8') END
                END AS %s$f$,
                quote_ident(m.attname),
                coalesce(quote_ident(m.key_id_column), quote_literal(m.key_id)),
                quote_ident(m.attname),
                coalesce(pgsodium.quote_assoc(m.associated_columns), quote_literal('')),
                coalesce(quote_ident(m.key_id_column), quote_literal(m.key_id)),
                coalesce(quote_ident(m.nonce_column), 'NULL'),
                quote_ident('decrypted_' || m.attname)
          );
      ELSIF m.format_type = 'bytea' THEN
          expression := expression || format(
            $f$
            CASE WHEN %s IS NULL THEN NULL ELSE
                CASE WHEN %s IS NULL THEN NULL ELSE pgsodium.crypto_aead_det_decrypt(
                    %s::bytea,
                    pg_catalog.convert_to((%s)::text, 'utf8'),
                    %s::uuid,
                    %s
                  ) END
                END AS %s$f$,
                quote_ident(m.attname),
                coalesce(quote_ident(m.key_id_column), quote_literal(m.key_id)),
                quote_ident(m.attname),
                coalesce(pgsodium.quote_assoc(m.associated_columns), quote_literal('')),
                coalesce(quote_ident(m.key_id_column), quote_literal(m.key_id)),
                coalesce(quote_ident(m.nonce_column), 'NULL'),
                'decrypted_' || quote_ident(m.attname)
          );
      END IF;
    END IF;
    comma := E',       \n';
  END LOOP;
  RETURN expression;
END
$function$
","null"
"FUNCTION","pgsodium","derive_key","null","CREATE OR REPLACE FUNCTION pgsodium.derive_key(key_id bigint, key_len integer DEFAULT 32, context bytea DEFAULT '\x7067736f6469756d'::bytea)
 RETURNS bytea
 LANGUAGE c
AS '$libdir/pgsodium', $function$pgsodium_derive$function$
","null"
"FUNCTION","pgsodium","disable_security_label_trigger","null","CREATE OR REPLACE FUNCTION pgsodium.disable_security_label_trigger()
 RETURNS void
 LANGUAGE sql
 SECURITY DEFINER
 SET search_path TO ''
AS $function$
    ALTER EVENT TRIGGER pgsodium_trg_mask_update DISABLE;
  $function$
","null"
"FUNCTION","pgsodium","enable_security_label_trigger","null","CREATE OR REPLACE FUNCTION pgsodium.enable_security_label_trigger()
 RETURNS void
 LANGUAGE sql
 SECURITY DEFINER
 SET search_path TO ''
AS $function$
    ALTER EVENT TRIGGER pgsodium_trg_mask_update ENABLE;
  $function$
","null"
"FUNCTION","pgsodium","encrypted_column","null","CREATE OR REPLACE FUNCTION pgsodium.encrypted_column(relid oid, m record)
 RETURNS text
 LANGUAGE plpgsql
 SET search_path TO ''
AS $function$
DECLARE
    expression TEXT;
    comma TEXT;
BEGIN
  expression := '';
  comma := E'        ';
  expression := expression || comma;
  IF m.format_type = 'text' THEN
	  expression := expression || format(
		$f$%s = CASE WHEN %s IS NULL THEN NULL ELSE
			CASE WHEN %s IS NULL THEN NULL ELSE pg_catalog.encode(
			  pgsodium.crypto_aead_det_encrypt(
				pg_catalog.convert_to(%s, 'utf8'),
				pg_catalog.convert_to((%s)::text, 'utf8'),
				%s::uuid,
				%s
			  ),
				'base64') END END$f$,
			'new.' || quote_ident(m.attname),
			'new.' || quote_ident(m.attname),
			COALESCE('new.' || quote_ident(m.key_id_column), quote_literal(m.key_id)),
			'new.' || quote_ident(m.attname),
			COALESCE(pgsodium.quote_assoc(m.associated_columns, true), quote_literal('')),
			COALESCE('new.' || quote_ident(m.key_id_column), quote_literal(m.key_id)),
			COALESCE('new.' || quote_ident(m.nonce_column), 'NULL')
	  );
  ELSIF m.format_type = 'bytea' THEN
	  expression := expression || format(
		$f$%s = CASE WHEN %s IS NULL THEN NULL ELSE
			CASE WHEN %s IS NULL THEN NULL ELSE
					pgsodium.crypto_aead_det_encrypt(%s::bytea, pg_catalog.convert_to((%s)::text, 'utf8'),
			%s::uuid,
			%s
		  ) END END$f$,
			'new.' || quote_ident(m.attname),
			'new.' || quote_ident(m.attname),
			COALESCE('new.' || quote_ident(m.key_id_column), quote_literal(m.key_id)),
			'new.' || quote_ident(m.attname),
			COALESCE(pgsodium.quote_assoc(m.associated_columns, true), quote_literal('')),
			COALESCE('new.' || quote_ident(m.key_id_column), quote_literal(m.key_id)),
			COALESCE('new.' || quote_ident(m.nonce_column), 'NULL')
	  );
  END IF;
  comma := E';\n        ';
  RETURN expression;
END
$function$
","null"
"FUNCTION","pgsodium","encrypted_columns","null","CREATE OR REPLACE FUNCTION pgsodium.encrypted_columns(relid oid)
 RETURNS text
 LANGUAGE plpgsql
 SET search_path TO ''
AS $function$
DECLARE
    m RECORD;
    expression TEXT;
    comma TEXT;
BEGIN
  expression := '';
  comma := E'        ';
  FOR m IN SELECT * FROM pgsodium.mask_columns where attrelid = relid LOOP
    IF m.key_id IS NULL AND m.key_id_column is NULL THEN
      CONTINUE;
    ELSE
      expression := expression || comma;
      IF m.format_type = 'text' THEN
          expression := expression || format(
            $f$%s = CASE WHEN %s IS NULL THEN NULL ELSE
                CASE WHEN %s IS NULL THEN NULL ELSE pg_catalog.encode(
                  pgsodium.crypto_aead_det_encrypt(
                    pg_catalog.convert_to(%s, 'utf8'),
                    pg_catalog.convert_to((%s)::text, 'utf8'),
                    %s::uuid,
                    %s
                  ),
                    'base64') END END$f$,
                'new.' || quote_ident(m.attname),
                'new.' || quote_ident(m.attname),
                COALESCE('new.' || quote_ident(m.key_id_column), quote_literal(m.key_id)),
                'new.' || quote_ident(m.attname),
                COALESCE(pgsodium.quote_assoc(m.associated_columns, true), quote_literal('')),
                COALESCE('new.' || quote_ident(m.key_id_column), quote_literal(m.key_id)),
                COALESCE('new.' || quote_ident(m.nonce_column), 'NULL')
          );
      ELSIF m.format_type = 'bytea' THEN
          expression := expression || format(
            $f$%s = CASE WHEN %s IS NULL THEN NULL ELSE
                CASE WHEN %s IS NULL THEN NULL ELSE
                        pgsodium.crypto_aead_det_encrypt(%s::bytea, pg_catalog.convert_to((%s)::text, 'utf8'),
                %s::uuid,
                %s
              ) END END$f$,
                'new.' || quote_ident(m.attname),
                'new.' || quote_ident(m.attname),
                COALESCE('new.' || quote_ident(m.key_id_column), quote_literal(m.key_id)),
                'new.' || quote_ident(m.attname),
                COALESCE(pgsodium.quote_assoc(m.associated_columns, true), quote_literal('')),
                COALESCE('new.' || quote_ident(m.key_id_column), quote_literal(m.key_id)),
                COALESCE('new.' || quote_ident(m.nonce_column), 'NULL')
          );
      END IF;
    END IF;
    comma := E';\n        ';
  END LOOP;
  RETURN expression;
END
$function$
","null"
"FUNCTION","pgsodium","get_key_by_id","null","CREATE OR REPLACE FUNCTION pgsodium.get_key_by_id(uuid)
 RETURNS pgsodium.valid_key
 LANGUAGE sql
 SECURITY DEFINER
 SET search_path TO ''
AS $function$
    SELECT * from pgsodium.valid_key WHERE id = $1;
$function$
","null"
"FUNCTION","pgsodium","get_key_by_name","null","CREATE OR REPLACE FUNCTION pgsodium.get_key_by_name(text)
 RETURNS pgsodium.valid_key
 LANGUAGE sql
 SECURITY DEFINER
 SET search_path TO ''
AS $function$
    SELECT * from pgsodium.valid_key WHERE name = $1;
$function$
","null"
"FUNCTION","pgsodium","get_named_keys","null","CREATE OR REPLACE FUNCTION pgsodium.get_named_keys(filter text DEFAULT '%'::text)
 RETURNS SETOF pgsodium.valid_key
 LANGUAGE sql
 SECURITY DEFINER
 SET search_path TO ''
AS $function$
    SELECT * from pgsodium.valid_key vk WHERE vk.name ILIKE filter;
$function$
","null"
"FUNCTION","pgsodium","has_mask","null","CREATE OR REPLACE FUNCTION pgsodium.has_mask(role regrole, source_name text)
 RETURNS boolean
 LANGUAGE sql
AS $function$
  SELECT EXISTS(
    SELECT 1
      FROM pg_shseclabel
     WHERE  objoid = role
       AND provider = 'pgsodium'
       AND label ilike 'ACCESS%' || source_name || '%')
  $function$
","null"
"FUNCTION","pgsodium","key_encrypt_secret_raw_key","null","CREATE OR REPLACE FUNCTION pgsodium.key_encrypt_secret_raw_key()
 RETURNS trigger
 LANGUAGE plpgsql
AS $function$
		BEGIN
		        new.raw_key = CASE WHEN new.raw_key IS NULL THEN NULL ELSE
			CASE WHEN new.parent_key IS NULL THEN NULL ELSE
					pgsodium.crypto_aead_det_encrypt(new.raw_key::bytea, pg_catalog.convert_to((new.id::text || new.associated_data::text)::text, 'utf8'),
			new.parent_key::uuid,
			new.raw_key_nonce
		  ) END END;
		RETURN new;
		END;
		$function$
","null"
"FUNCTION","pgsodium","mask_columns","null","CREATE OR REPLACE FUNCTION pgsodium.mask_columns(source_relid oid)
 RETURNS TABLE(attname name, key_id text, key_id_column text, associated_column text, nonce_column text, format_type text)
 LANGUAGE sql
AS $function$
  SELECT
  a.attname,
  m.key_id,
  m.key_id_column,
  m.associated_column,
  m.nonce_column,
  m.format_type
  FROM pg_attribute a
  LEFT JOIN  pgsodium.masking_rule m
  ON m.attrelid = a.attrelid
  AND m.attname = a.attname
  WHERE  a.attrelid = source_relid
  AND    a.attnum > 0 -- exclude ctid, cmin, cmax
  AND    NOT a.attisdropped
  ORDER BY a.attnum;
$function$
","null"
"FUNCTION","pgsodium","mask_role","null","CREATE OR REPLACE FUNCTION pgsodium.mask_role(masked_role regrole, source_name text, view_name text)
 RETURNS void
 LANGUAGE plpgsql
 SECURITY DEFINER
 SET search_path TO ''
AS $function$
    BEGIN
      EXECUTE format(
        'GRANT SELECT ON pgsodium.key TO %s',
        masked_role);

      EXECUTE format(
        'GRANT pgsodium_keyiduser, pgsodium_keyholder TO %s',
        masked_role);

      EXECUTE format(
        'GRANT ALL ON %I TO %s',
        view_name,
        masked_role);
      RETURN;
    END
    $function$
","null"
"FUNCTION","pgsodium","pgsodium_derive","null","CREATE OR REPLACE FUNCTION pgsodium.pgsodium_derive(key_id bigint, key_len integer DEFAULT 32, context bytea DEFAULT decode('pgsodium'::text, 'escape'::text))
 RETURNS bytea
 LANGUAGE c
AS '$libdir/pgsodium', $function$pgsodium_derive$function$
","null"
"FUNCTION","pgsodium","quote_assoc","null","CREATE OR REPLACE FUNCTION pgsodium.quote_assoc(text, boolean DEFAULT false)
 RETURNS text
 LANGUAGE sql
AS $function$
    WITH a AS (SELECT array_agg(CASE WHEN $2 THEN
                                    'new.' || quote_ident(trim(v))
                                ELSE quote_ident(trim(v)) END) as r
               FROM regexp_split_to_table($1, '\s*,\s*') as v)
    SELECT array_to_string(a.r, '::text || ') || '::text' FROM a;
$function$
","null"
"FUNCTION","pgsodium","randombytes_buf","null","CREATE OR REPLACE FUNCTION pgsodium.randombytes_buf(size integer)
 RETURNS bytea
 LANGUAGE c
AS '$libdir/pgsodium', $function$pgsodium_randombytes_buf$function$
","null"
"FUNCTION","pgsodium","randombytes_buf_deterministic","null","CREATE OR REPLACE FUNCTION pgsodium.randombytes_buf_deterministic(size integer, seed bytea)
 RETURNS bytea
 LANGUAGE c
 IMMUTABLE
AS '$libdir/pgsodium', $function$pgsodium_randombytes_buf_deterministic$function$
","null"
"FUNCTION","pgsodium","randombytes_new_seed","null","CREATE OR REPLACE FUNCTION pgsodium.randombytes_new_seed()
 RETURNS bytea
 LANGUAGE c
AS '$libdir/pgsodium', $function$pgsodium_randombytes_new_seed$function$
","null"
"FUNCTION","pgsodium","randombytes_random","null","CREATE OR REPLACE FUNCTION pgsodium.randombytes_random()
 RETURNS integer
 LANGUAGE c
AS '$libdir/pgsodium', $function$pgsodium_randombytes_random$function$
","null"
"FUNCTION","pgsodium","randombytes_uniform","null","CREATE OR REPLACE FUNCTION pgsodium.randombytes_uniform(upper_bound integer)
 RETURNS integer
 LANGUAGE c
AS '$libdir/pgsodium', $function$pgsodium_randombytes_uniform$function$
","null"
"FUNCTION","pgsodium","sodium_base642bin","null","CREATE OR REPLACE FUNCTION pgsodium.sodium_base642bin(base64 text)
 RETURNS bytea
 LANGUAGE c
 IMMUTABLE
AS '$libdir/pgsodium', $function$pgsodium_sodium_base642bin$function$
","null"
"FUNCTION","pgsodium","sodium_bin2base64","null","CREATE OR REPLACE FUNCTION pgsodium.sodium_bin2base64(bin bytea)
 RETURNS text
 LANGUAGE c
 IMMUTABLE
AS '$libdir/pgsodium', $function$pgsodium_sodium_bin2base64$function$
","null"
"FUNCTION","pgsodium","trg_mask_update","null","CREATE OR REPLACE FUNCTION pgsodium.trg_mask_update()
 RETURNS event_trigger
 LANGUAGE plpgsql
 SET search_path TO ''
AS $function$
DECLARE
  r record;
BEGIN
  IF (SELECT bool_or(in_extension) FROM pg_event_trigger_ddl_commands()) THEN
    RAISE NOTICE 'skipping pgsodium mask regeneration in extension';
	RETURN;
  END IF;

  FOR r IN
    SELECT e.*
    FROM pg_event_trigger_ddl_commands() e
    WHERE EXISTS (
      SELECT FROM pg_catalog.pg_class c
      JOIN pg_catalog.pg_seclabel s ON s.classoid = c.tableoid
                                   AND s.objoid = c.oid
      WHERE c.tableoid = e.classid
        AND e.objid = c.oid
        AND s.provider = 'pgsodium'
    )
  LOOP
    IF r.object_type in ('table', 'table column')
    THEN
      PERFORM pgsodium.update_mask(r.objid);
    END IF;
  END LOOP;
END
$function$
","null"
"FUNCTION","pgsodium","update_mask","null","CREATE OR REPLACE FUNCTION pgsodium.update_mask(target oid, debug boolean DEFAULT false)
 RETURNS void
 LANGUAGE plpgsql
 SECURITY DEFINER
 SET search_path TO ''
AS $function$
BEGIN
  PERFORM pgsodium.disable_security_label_trigger();
  PERFORM pgsodium.create_mask_view(objoid, objsubid, debug)
    FROM pg_catalog.pg_seclabel sl
    WHERE sl.objoid = target
      AND sl.label ILIKE 'ENCRYPT%'
      AND sl.provider = 'pgsodium';
  PERFORM pgsodium.enable_security_label_trigger();
  RETURN;
END
$function$
","null"
"FUNCTION","pgsodium","update_masks","null","CREATE OR REPLACE FUNCTION pgsodium.update_masks(debug boolean DEFAULT false)
 RETURNS void
 LANGUAGE plpgsql
 SET search_path TO ''
AS $function$
BEGIN
  PERFORM pgsodium.update_mask(objoid, debug)
    FROM pg_catalog.pg_seclabel sl
    JOIN pg_catalog.pg_class cl ON (cl.oid = sl.objoid)
    WHERE label ilike 'ENCRYPT%'
       AND cl.relowner = session_user::regrole::oid
       AND provider = 'pgsodium'
	   AND objoid::regclass != 'pgsodium.key'::regclass
	;
  RETURN;
END
$function$
","null"
"FUNCTION","pgsodium","version","null","CREATE OR REPLACE FUNCTION pgsodium.version()
 RETURNS text
 LANGUAGE sql
AS $function$ SELECT extversion FROM pg_extension WHERE extname = 'pgsodium' $function$
","null"
"FUNCTION","public","handle_new_user","null","CREATE OR REPLACE FUNCTION public.handle_new_user()
 RETURNS trigger
 LANGUAGE plpgsql
 SECURITY DEFINER
AS $function$
BEGIN
  -- Insert a row into public users table
  INSERT INTO public.users (
    id,
    email,
    username,
    full_name,
    avatar_url,
    theme,
    privacy_settings,
    created_at,
    updated_at
  ) VALUES (
    NEW.id,
    NEW.email,
    LOWER(SPLIT_PART(NEW.email, '@', 1)), -- Generate username from email
    COALESCE(NEW.raw_user_meta_data->>'full_name', SPLIT_PART(NEW.email, '@', 1)), -- Use name or generate from email
    COALESCE(NEW.raw_user_meta_data->>'avatar_url', NULL),
    'light', -- Default theme
